,trigram,n
1548,coronavirus outbreak homeschoolinguk,2
4124,know france opening,2
3022,friends tbs_information stowemail,2
7318,schools football could,2
4101,kids pandemic food,2
1454,coronavirus education secretary,2
46,account effect coronavirus,2
3023,friends timetable schools,2
4105,kids social distance,2
3021,friends miss teachers,2
4064,keep voting tory,2
3020,friends family via,2
4115,kindergartens via bpolitics,2
8982,together virtual conference,2
7313,schools feefixing collusion,2
3011,french schools worrying,2
4123,know exactly reopened,2
8592,talking isnt opening,2
4096,kids guinea pigs,2
3027,frontline need2listen neoliberalism,2
4090,kids away day,2
3035,full answer hr,2
8597,tamcohen kayburley scientists,2
8598,tampons period products,2
4081,key worker children,2
4080,key role response,2
9519,want hear stories,2
4077,key phases schools,2
867,certain self opinionated,2
8974,together faqs attempted,2
4071,key challenges risk,2
868,certainly contributes increased,2
870,certainty schools reopen,2
8606,task force says,2
9012,toolkit access number,2
1118,closed close chapter,2
4269,left fending demands,2
4450,lockdown going uk,2
7541,schools restaurants could,2
8483,support schools families,2
8482,support schools educational,2
4447,lockdown fatigue fearful,2
4448,lockdown fivestage plan,2
4449,lockdown give zero,2
4452,lockdown help help,2
8475,support pupils bereaved,2
9477,voting tory coronavirus,2
4456,lockdown life coronavirus,2
7249,schools continue work,2
4459,lockdown lifted virus,2
66,across uk yet,2
68,act hubs covid,2
9040,tracing app go,2
7540,schools research shows,2
7253,schools coronavirus covid,2
771,cannot make plans,2
2854,first four weeks,2
4430,local volunteers listen,2
9740,wight thursday households,2
9628,week leaders say,2
2860,first minister mark,2
4424,local health services,2
4421,local councils neucllrs,2
2863,first minister warns,2
4417,local businesses charities,2
4416,local authority grant,2
8490,support staff schools,2
7536,schools reopening safety,2
780,care children essential,2
7245,schools colleges universities,2
4479,lockdown rlong_bailey newstatesman,2
2868,first taking account,2
2812,fighting hard keep,2
8448,support care children,2
8446,support blog includes,2
2818,filling survey homeschooling,2
8444,support activity involvement,2
1141,closed september hard,2
1144,closed team still,2
9057,transmission based currently,2
4480,lockdown rules times,2
4551,love needed see,2
4552,love school schools,2
2805,fight coronavirus incredible,2
4557,lower parliament closed,2
8438,supplier ppe nhs,2
4562,lowrisk areas iran,2
8449,support childcare providers,2
7550,schools returned denmarkwith,2
753,campaign called inittogether,2
4523,look interview childhood,2
4522,look best return,2
4521,look ahead start,2
2825,find coronavirus businesssupport,2
9749,winstonswish school leaders,2
1580,coronavirus publichealth virology,2
8460,support global efforts,2
8462,support homeschooling think,2
9747,winding white house,2
2837,find solutions four,2
8467,support nasuwt members,2
7240,schools colleges find,2
4483,lockdown school closure,2
8472,support people autism,2
4406,lnwh_nhs hmc_org isc_schools,2
4398,liverpool vs atletico,2
8532,sustainable intervention thats,2
2921,following coronavirus shutdown,2
2933,football could soon,2
2932,footage put another,2
1123,closed doors lunatics,2
9729,whove stepped plate,2
2930,foolish thing covid19,2
2925,food laptops love,2
4313,levels virus body,2
804,carry much sway,2
9018,top priority secret,2
7528,schools reopening debate,2
1125,closed end academic,2
2914,folding plastic screens,2
4321,life coronavirus schools,2
4322,life remain strongly,2
4299,letter councillors gavinwilliamson,2
4298,letter chief nurse,2
2937,force says well,2
4295,lets get straight,2
4294,lets forget johnson,2
4293,let tell dofe,2
8527,survey teachers schools,2
4287,lesson please teachers,2
4286,less third johnson,2
2942,foreign states good,2
814,case studies demonstrating,2
7282,schools donating science,2
4281,less fifth need,2
2945,forget johnson promised,2
2949,form says well,2
2950,former cabinet minister,2
4272,legal advice coronavirus,2
8522,survey homeschooling coronavirus,2
803,carried uk people,2
8498,supporting children time,2
9032,touch today say,2
1130,closed please help,2
2886,fivestage plan staggered,2
9030,total thats better,2
1131,closed protect staff,2
2881,five tests government,2
4378,listening experts people,2
4382,live coronavirus updates,2
802,carried team german,2
8503,supposed pretend surprised,2
2875,firstly report population,2
4390,live tomorrow nhs,2
2873,first wales online,2
4393,live updates date,2
7265,schools could remain,2
4370,limited numbers pupils,2
7270,schools currently open,2
2896,flawed study unpublished,2
1568,coronavirus pandemic stf_forum,2
9026,tory coronavirus latest,2
9025,toriesliebritonsdie edutwitter bameed,2
4353,like using kids,2
4349,like schools childcare,2
9023,tories desperate open,2
4345,like like learning,2
4344,like life remain,2
4343,like learning platforms,2
1128,closed know much,2
9732,wide ranging interview,2
4337,like bprimary gearing,2
8517,surprised kids social,2
4330,lifted virus still,2
7510,schools reopen teachers,2
9708,whether black ethnic,2
1092,clear important schools,2
9661,well different group,2
1045,childs school closed,2
9662,well disabled pupils,2
3596,home school it,2
3598,home schooling methods,2
7417,schools nurseries could,2
1050,chris whitty said,2
19,accelerate diagnostics vaccines,2
1509,coronavirus lnwh_nhs hmc_org,2
9660,well allocations given,2
3612,homeschooling coronavirus covid19,2
3613,homeschooling think filling,2
3614,homeschoolinguk free access,2
1054,christian drosten found,2
3259,government left fending,2
3272,government schools reopen,2
3274,government shouting well,2
8786,thank schools education,2
3281,government wont open,2
9663,well done shireacademy,2
3581,home education materials,2
3286,governments scientific advisory,2
1502,coronavirus latest world,2
8790,thankfully fearful britons,2
3574,home access programme,2
3572,holmergreensnr rgshw wycombehighsch,2
3563,hmc_org isc_schools goodschoolsuk,2
3562,hk vietnam covid,2
1037,children whether black,2
3558,hit former cabinet,2
975,children influence the,2
1491,coronavirus infection says,2
960,children essential workers,2
3624,hospital coronavirus died,2
8797,thats better clinical,2
8919,time since outbreak,2
3672,idea schools reopening,2
7400,schools must major,2
7491,schools reopen first,2
3229,goodschoolsuk via mailonline,2
1515,coronavirus lockdown fivestage,2
3228,good relations fab,2
8746,testing funding schools,2
7410,schools nj stay,2
3693,impact home schooling,2
3223,good get latest,2
1516,coronavirus lockdown give,2
3222,good afternoon today,2
3221,gone nhs staff,2
3705,importance trauma informed,2
3671,idea range ed,2
8755,testing unwell different,2
8757,tests carried uk,2
8760,tests government schools,2
950,children contribute spreading,2
3659,human rights commission,2
3243,government announce schools,2
9690,went near crucial,2
3651,hubs covid transmission,2
3650,hubei schools reopen,2
3643,hr support schools,2
9689,went advice ok,2
3637,households island get,2
958,children eligible free,2
1056,chums eu un,2
3255,government even consider,2
8767,tests ppe teacher,2
9666,well short one,2
3546,highlighted importance trauma,2
3218,going work going,2
1005,children return first,2
8873,though children milder,2
1021,children special needs,2
3358,guidance local authorities,2
3354,guardian prof neil,2
3444,health ministry divided,2
3449,health services alongside,2
7475,schools put folding,2
8830,thesundaytimes leadinglearner educendowfoundn,2
1473,coronavirus get touch,2
3341,group sage report,2
1003,children receive nutritious,2
3462,hear stories superhero,2
3340,group safety reopening,2
3465,heard went scientific,2
1008,children return something,2
3426,headteacher dr robin,2
8850,think filling survey,2
3372,guinea pigs angry,2
3373,guys moment govt,2
3377,hackney coronavirus education,2
1012,children saying another,2
8868,third johnson promised,2
8867,third compendium home,2
7458,schools phased reopening,2
3411,hc3s6 continues work,2
3407,hard see uk,2
3401,hard keep closed,2
1013,children saying miss,2
3398,happens st june,2
7463,schools ppe potential,2
7464,schools praised positive,2
7476,schools put students,2
3339,group friends family,2
3544,highland council leader,2
3310,grade assessments summer,2
9667,well something different,2
3315,grading decisions teachers,2
3525,heres contact us,2
1489,coronavirus incredible gesture,2
8802,the actual spread,2
8801,thats much cheaper,2
1470,coronavirus games played,2
3469,heartbroken love school,2
8800,thats ive signed,2
15,academic year due,2
8893,throughstbenedicts ppe coronavirus,2
8894,thursday households island,2
3305,govt went advice,2
3543,highimpact methods maintained,2
3319,grant first four,2
3323,great investigation fcdwhittaker,2
3327,greater clarity support,2
8809,the government wont,2
7434,schools open time,2
3506,help us understand,2
990,children milder symptoms,2
3336,grief making friends,2
8814,the new contact,2
7439,schools opening coronavirus,2
991,children minority ethnic,2
8821,therapeutics combat virus,2
3486,help nhsheroes fight,2
3483,help kids pandemic,2
3479,help help kids,2
7478,schools receive mufc,2
995,children new coronavirus,2
941,children available principals,2
3214,going uk smart,2
3992,join causewaycouncil good,2
8948,to open schools,2
3873,involvement programmes heres,2
1078,clarity terms assessment,2
3877,iran health ministry,2
3878,iran lowrisk areas,2
8677,teaching despite lockdown,2
909,chief nurse comprehensive,2
3889,ireland remain closed,2
3906,isle wight thursday,2
7502,schools reopen phased,2
7349,schools ireland remain,2
3123,gesture amazing cause,2
3896,irelands schools says,2
3897,irish talking isnt,2
3904,island get letter,2
3872,involved would foolish,2
8679,teaching nonteaching support,2
3868,investors quick post,2
3867,investigation fcdwhittaker free,2
1077,clarity support schools,2
3861,interview highland council,2
3860,interview childhood bereavement,2
3859,intervention thats much,2
1074,clarity certainty schools,2
3140,get letter chief,2
3850,interesting see schools,2
3148,get straight reopening,2
33,access schools educational,2
8690,teaching unions schools,2
3842,interactivity prioritised highimpact,2
1461,coronavirus experts said,2
8694,team german virologist,2
1459,coronavirus englands chief,2
9651,weeks school closure,2
7364,schools know exactly,2
8644,teachers parents coronavirusuk,2
7339,schools heard went,2
3956,jayneathompson peterweirmla education_ni,2
3096,gcse alevel grade,2
1088,cleaning disinfecting available,2
894,chapter spring sports,2
3087,gavinwilliamson calling important,2
42,according study germany,2
3909,isnt opening schools,2
8641,teachers need clarity,2
8640,teachers may worried,2
3975,johnson promised tests,2
3976,johnson promised weeks,2
8639,teachers lockdown life,2
1542,coronavirus numbers tests,2
3097,gcse grading decisions,2
3950,ive signed letter,2
3101,gearing open lockdown,2
3946,its betterto take,2
899,charities schools colleges,2
3938,it way risky,2
900,charity winstonswish school,2
8955,today highlighted importance,2
3929,it late apply,2
8656,teachers schools edutwitter,2
7344,schools home school,2
901,cheaper lockdown school,2
3109,german virologist christian,2
8953,today discussing new,2
1535,coronavirus may infectious,2
3919,issued stern warning,2
3116,germany recommends caution,2
7363,schools kindergartens via,2
8697,team still working,2
3212,going keep kids,2
9655,weir coronavirus covid19,2
3195,go coming months,2
3747,increased rate coronavirus,2
932,childhood bereavement charity,2
3751,incredible gesture amazing,2
7381,schools lower parliament,2
8727,tes exactly like,2
3186,globobojo arch globalist,2
3181,global effort tackle,2
8723,terms recovery phase,2
8722,terms assessment expectations,2
3184,globalist today discussing,2
